Country,City,Center,Type,Level,Year,Registered,Present,Passed,ISO3
France,Vichy,Vichy - CAVILAM,DELF-DALF TP,C1,2024,71,66,30.0,FRA
Gabon,Libreville,Libreville - IF,DELF-DALF TP,A1,2024,1,1,1.0,GAB
Gabon,Libreville,Libreville - IF,DELF-DALF TP,B2,2024,8,8,5.0,GAB
Gambie,Serrekunda,Banjul,DELF SJ,B1,2024,17,17,7.0,GMB
Gambie,Serrekunda,Banjul,DELF-DALF TP,A1,2024,26,26,20.0,GMB
Géorgie,Tbilissi,Tbilissi,DELF-DALF TP,B2,2024,94,90,61.0,GEO
Géorgie,Tbilissi,Tbilissi,DELF-DALF TP,C2,2024,3,3,3.0,GEO
Géorgie,Tbilissi,Tbilissi,DELF SJ,B2,2024,23,22,20.0,GEO
Ghana,Accra,Accra,DELF Prim,A1.1,2024,49,48,48.0,GHA
Ghana,Accra,Accra,DELF Prim,A2,2024,2,1,1.0,GHA
Ghana,Accra,Accra,DELF-DALF TP,B1,2024,71,70,53.0,GHA
Ghana,Accra,Accra,DELF-DALF TP,B2,2024,76,69,47.0,GHA
Grenade,St. George'S,Saint George's,DELF-DALF TP,A1,2024,2,2,2.0,GRD
Guinée,Conakry,Conakry,DELF-DALF TP,C1,2024,45,32,13.0,GIN
Guinée équatoriale,Malabo,Malabo,DELF-DALF TP,C1,2024,3,3,2.0,GNQ
Afrique du Sud,Johannesburg - AF,Johannesburg,DELF-DALF TP,A1,2023,19,17,17.0,ZAF
Afrique du Sud,Johannesburg - AF,Johannesburg,DELF-DALF TP,C1,2023,2,2,1.0,ZAF
Afrique du Sud,Le Cap,Cape Town,DELF-DALF TP,B1,2023,11,10,9.0,ZAF
Afrique du Sud,Pietermaritzburg,Hilton,DELF SJ,A2,2023,35,35,32.0,ZAF
Afrique du Sud,Pietermaritzburg,Hilton,DELF SJ,B1,2023,14,14,13.0,ZAF
Afrique du Sud,Pietermaritzburg,Hilton,DELF-DALF TP,A1,2023,1,1,1.0,ZAF
Afrique du Sud,Port Elizabeth,Gqeberha,DELF-DALF TP,A1,2023,2,2,2.0,ZAF
Afrique du Sud,Port Elizabeth,Gqeberha,DELF-DALF TP,C1,2023,3,3,2.0,ZAF
Afrique du Sud,Pretoria,Pretoria,DELF SJ,B1,2023,35,35,33.0,ZAF
Afrique du Sud,Pretoria,Pretoria,DELF-DALF TP,B1,2023,12,12,12.0,ZAF
Albanie,Korça - Lycée Raqi Qirinxhi,Korçe,DELF SJ,B2,2023,35,35,27.0,ALB
Albanie,Tirana - AF,Tirana,DELF Prim,A1.1,2023,13,13,13.0,ALB
Albanie,Tirana - AF,Tirana,DELF Prim,A2,2023,6,6,6.0,ALB
Algérie,Alger,Alger,DELF Prim,A1,2023,59,57,57.0,DZA
Algérie,Annaba,Annaba,DELF-DALF TP,C2,2023,19,18,12.0,DZA
Algérie,Constantine,Constantine,DELF SJ,B2,2023,8,8,8.0,DZA
Algérie,Constantine,Constantine,DELF Prim,A2,2023,3,2,2.0,DZA
Algérie,Oran,Oran,DELF Prim,A1.1,2023,25,24,20.0,DZA
Algérie,Oran,Oran,DELF-DALF TP,A1,2023,2,1,1.0,DZA
Algérie,Oran,Oran,DELF-DALF TP,A2,2023,7,4,4.0,DZA
Algérie,Oran,Oran,DELF-DALF TP,B2,2023,189,184,140.0,DZA
Algérie,Tlemcen,Tlemcen,DELF-DALF TP,C1,2023,33,31,24.0,DZA
Allemagne,Berlin,Berlin,DELF SJ,B1,2023,485,479,443.0,DEU
Allemagne,Berlin,Berlin,DELF Prim,A2,2023,14,14,14.0,DEU
Allemagne,Bonn,Bonn,DELF SJ,A2,2023,2,2,2.0,DEU
Allemagne,Bonn,Bonn,DELF Prim,A1.1,2023,9,9,9.0,DEU
Allemagne,Bonn,Bonn,DELF-DALF TP,A2,2023,2,2,2.0,DEU
Allemagne,Bonn,Bonn,DELF-DALF TP,B2,2023,8,8,8.0,DEU
Allemagne,Brême,Bremen,DELF SJ,A2,2023,67,66,60.0,DEU
Allemagne,Brême,Bremen,DELF Prim,A2,2023,14,14,14.0,DEU
Allemagne,Brême,Bremen,DELF SJ,B2,2023,7,7,7.0,DEU
Allemagne,Cologne,Köln,DELF-DALF TP,B1,2023,31,28,25.0,DEU
Allemagne,Cologne,Köln,DELF-DALF TP,B2,2023,26,23,20.0,DEU
Allemagne,Cologne,Köln,DELF-DALF TP,C1,2023,35,33,25.0,DEU
Allemagne,Düsseldorf,Düsseldorf,DELF-DALF TP,B2,2023,23,23,20.0,DEU
Allemagne,Erlangen,Erlangen,DELF SJ,B1,2023,1,1,1.0,DEU
Allemagne,Francfort,Frankfurt/Main,DELF SJ,A2,2023,34,32,30.0,DEU
Allemagne,Francfort,Frankfurt/Main,DELF SJ,B2,2023,8,8,8.0,DEU
Allemagne,Francfort,Frankfurt/Main,DELF-DALF TP,A1,2023,12,9,9.0,DEU
Allemagne,Francfort,Frankfurt/Main,DELF-DALF TP,B1,2023,25,23,22.0,DEU
Allemagne,Francfort,Frankfurt/Main,DELF-DALF TP,B2,2023,43,39,36.0,DEU
Allemagne,Francfort - Lycée français Victor Hugo,Frankfurt Am Main,DELF SJ,B2,2023,9,9,9.0,DEU
Allemagne,Freiburg,Freiburg,DELF Prim,A1.1,2023,82,80,75.0,DEU
Allemagne,Freiburg,Freiburg,DELF-DALF TP,A1,2023,1,1,1.0,DEU
Allemagne,Hanovre - VHS,Hanovre,DELF SJ,A2,2023,180,180,180.0,DEU
Allemagne,Hanovre - VHS,Hanovre,DELF SJ,B1,2023,197,196,185.0,DEU
Allemagne,Hanovre - VHS,Hanovre,DELF SJ,A2,2023,437,437,424.0,DEU
Allemagne,Hanovre - VHS,Hanovre,DELF-DALF TP,A2,2023,1,1,1.0,DEU
Allemagne,Karlsruhe,Karlsruhe,DELF SJ,B1,2023,869,859,835.0,DEU
Allemagne,Karlsruhe,Karlsruhe,DELF SJ,B2,2023,12,12,11.0,DEU
Allemagne,Kiel,Kiel,DELF-DALF TP,A1,2023,1,1,1.0,DEU
Allemagne,Kiel,Kiel,DELF-DALF TP,A2,2023,1,1,1.0,DEU
Allemagne,Kiel,Kiel,DELF-DALF TP,B2,2023,5,5,5.0,DEU
Allemagne,Leipzig,Leipzig,DELF SJ,A2,2023,103,102,102.0,DEU
Allemagne,Leipzig,Leipzig,DELF Prim,A1.1,2023,65,62,61.0,DEU
Allemagne,Leipzig,Leipzig,DELF SJ,A2,2023,276,264,249.0,DEU
Allemagne,Leipzig,Leipzig,DELF SJ,B1,2023,178,171,158.0,DEU
Allemagne,Mannheim,Mannheim,DELF SJ,A1,2023,6,6,6.0,DEU
Allemagne,Mannheim,Mannheim,DELF-DALF TP,C1,2023,11,11,8.0,DEU
Allemagne,Mayence,Mainz,DELF SJ,A1,2023,1582,1464,1428.0,DEU
Allemagne,Mayence,Mainz,DELF-DALF TP,B1,2023,3,2,2.0,DEU
Allemagne,Mayence,Mainz,DELF-DALF TP,B2,2023,4,4,4.0,DEU
Allemagne,Munich,Munich,DELF SJ,B2,2023,320,311,293.0,DEU
Allemagne,Munich,Munich,DELF-DALF TP,A2,2023,7,7,7.0,DEU
Allemagne,Sarrebruck,Saarbrücken,DELF Prim,A1.1,2023,1649,1461,1286.0,DEU
Allemagne,Sarrebruck,Saarbrücken,DELF SJ,B2,2023,42,40,35.0,DEU
Allemagne,Stuttgart,Stuttgart,DELF SJ,A2,2023,623,616,569.0,DEU
Allemagne,Tübingen,Tübingen,DELF SJ,B1,2023,881,875,843.0,DEU
Allemagne,Tübingen,Tübingen,DELF SJ,A2,2023,140,137,124.0,DEU
Allemagne,Tübingen,Tübingen,DELF-DALF TP,C1,2023,4,4,3.0,DEU
Andorre,Andorre-la-Vieille,Andorre La Vieille,DELF-DALF TP,A1,2023,15,15,15.0,AND
Andorre,Andorre-la-Vieille,Andorre La Vieille,DELF-DALF TP,C1,2023,48,45,40.0,AND
Angola,Caxito - École Eiffel,Caxito,DELF SJ,B1,2023,41,39,37.0,AGO
Angola,Luanda,Luanda,DELF-DALF TP,C2,2023,3,3,3.0,AGO
Angola,Lubango,Lubango,DELF-DALF TP,A2,2023,2,2,1.0,AGO
Angola,Lubango,Lubango,DELF-DALF TP,B1,2023,3,3,3.0,AGO
Angola,Malanje - École Eiffel,Malanje,DELF SJ,A2,2023,48,48,46.0,AGO
Angola,Ndalatando - École Eiffel,Ndalatando,DELF SJ,B2,2023,6,5,5.0,AGO
Angola,Ondjiva - École Eiffel,Ondjiva,DELF SJ,A2,2023,55,55,54.0,AGO
Arabie saoudite,Djeddah,Djeddah,DELF-DALF TP,A2,2023,8,7,7.0,SAU
Arabie saoudite,Djeddah,Djeddah,DELF-DALF TP,B2,2023,15,15,7.0,SAU
Arabie saoudite,Djeddah,Djeddah,DELF-DALF TP,C1,2023,2,2,2.0,SAU
Arabie saoudite,Riyad - Alliance française,Riyad,DELF Prim,A2,2023,6,6,6.0,SAU
Arabie saoudite,Riyad - Alliance française,Riyad,DELF-DALF TP,B2,2023,23,23,14.0,SAU
Arabie saoudite,Riyad - Alliance française,Riyad,DELF-DALF TP,C1,2023,2,2,1.0,SAU
Argentine,Bahia Blanca,Bahía Blanca,DELF SJ,B1,2023,3,3,3.0,ARG
Argentine,Bella Vista,Bella Vista,DELF Prim,A1.1,2023,3,3,3.0,ARG
Argentine,Bernal,Bernal,DELF SJ,A2,2023,38,38,36.0,ARG
Argentine,Buenos Aires - AF,Buenos Aires,DELF Prim,A1.1,2023,93,92,90.0,ARG
Argentine,Buenos Aires - AF,Buenos Aires,DELF-DALF TP,A2,2023,45,43,42.0,ARG
Argentine,Buenos Aires - AF,Buenos Aires,DELF-DALF TP,B2,2023,121,116,111.0,ARG
Argentine,Buenos Aires - AF,Buenos Aires,DELF-DALF TP,C1,2023,34,32,25.0,ARG
Argentine,Buenos Aires - AF,Buenos Aires,DELF-DALF TP,C2,2023,6,5,5.0,ARG
Argentine,Concepcion del Uruguay,Concepción Del Uruguay,DELF SJ,B1,2023,3,3,3.0,ARG
Argentine,Concepcion del Uruguay,Concepción Del Uruguay,DELF SJ,B2,2023,2,2,2.0,ARG
Argentine,Cordoba,Cordoba,DELF SJ,A2,2023,64,64,58.0,ARG
Argentine,Cordoba,Cordoba,DELF-DALF TP,B1,2023,22,22,21.0,ARG
Argentine,Cordoba,Cordoba,DELF-DALF TP,C1,2023,3,3,2.0,ARG
Argentine,Cordoba,Cordoba,DELF-DALF TP,C2,2023,2,2,1.0,ARG
Argentine,Luján,Lujan,DELF SJ,A1,2023,35,35,35.0,ARG
Argentine,Mar del Plata,Mar Del Plata,DELF SJ,A1,2023,1,1,1.0,ARG
Argentine,Mar del Plata,Mar Del Plata,DELF-DALF TP,C1,2023,1,1,1.0,ARG
Argentine,Neuquen,Neuquén,DELF-DALF TP,A2,2023,4,4,4.0,ARG
Argentine,Neuquen,Neuquén,DELF-DALF TP,C1,2023,1,1,1.0,ARG
Argentine,Olavarria,Olavarria,DELF SJ,A2,2023,2,2,2.0,ARG
Argentine,Rafaela,Rafaela,DELF-DALF TP,A1,2023,3,3,3.0,ARG
Argentine,Resistencia,Buenos Aires,DELF SJ,A1,2023,4,4,4.0,ARG
Argentine,Resistencia,Buenos Aires,DELF-DALF TP,B2,2023,4,4,3.0,ARG
Argentine,Salta,Salta,DELF-DALF TP,A2,2023,20,20,18.0,ARG
Argentine,San Juan,San Juan,DELF SJ,A1,2023,1,1,1.0,ARG
Argentine,San Luis,San Luis,DELF SJ,A2,2023,11,11,11.0,ARG
Argentine,San Luis,San Luis,DELF-DALF TP,A2,2023,1,1,1.0,ARG
Argentine,San Luis,San Luis,DELF-DALF TP,B2,2023,1,1,1.0,ARG
Argentine,San Miguel de Tucuman,Tucumán,DELF SJ,A1,2023,17,17,17.0,ARG
Argentine,San Miguel de Tucuman,Tucumán,DELF Prim,A1,2023,2,2,2.0,ARG
Argentine,San Miguel de Tucuman,Tucumán,DELF-DALF TP,A2,2023,7,7,6.0,ARG
Argentine,San Salvador de Jujuy,San Salvador De Jujuy,DELF-DALF TP,A1,2023,6,6,6.0,ARG
Argentine,Santa Fé,Santa Fe,DELF-DALF TP,B2,2023,9,8,5.0,ARG
Argentine,Santa Rosa,Santa Rosa,DELF-DALF TP,B1,2023,4,4,4.0,ARG
Argentine,Tandil,Tandil,DELF SJ,A1,2023,35,35,33.0,ARG
Argentine,Tandil,Tandil,DELF SJ,A2,2023,2,2,2.0,ARG
Argentine,Vicente Lopez,Buenos Aires,DELF-DALF TP,A2,2023,7,7,7.0,ARG
Arménie,Erevan,Erevan,DELF-DALF TP,B2,2023,531,531,285.0,ARM
Australie,Adelaide,Adelaide,DELF SJ,A1,2023,10,10,10.0,AUS
Australie,Adelaide,Adelaide,DELF SJ,B2,2023,2,2,2.0,AUS
Australie,Brisbane - AF,Brisbane,DELF Prim,A1,2023,2,2,2.0,AUS
Australie,Canberra,Canberra,DELF Prim,A1,2023,5,5,5.0,AUS
Australie,Canberra,Canberra,DELF Prim,A1.1,2023,4,4,4.0,AUS
Australie,Melbourne,Melbourne,DELF SJ,A1,2023,12,12,12.0,AUS
Australie,Melbourne,Melbourne,DELF SJ,B1,2023,37,36,36.0,AUS
Australie,Melbourne,Melbourne,DELF SJ,B2,2023,28,28,26.0,AUS
Australie,Perth,Perth,DELF SJ,B1,2023,7,7,6.0,AUS
Australie,Perth,Perth,DELF-DALF TP,B1,2023,10,10,10.0,AUS
Australie,Perth,Perth,DELF-DALF TP,C1,2023,2,2,2.0,AUS
Australie,Sydney,Sydney,DELF SJ,B1,2023,21,21,21.0,AUS
Australie,Sydney,Sydney,DELF-DALF TP,B1,2023,49,44,41.0,AUS
Australie,Sydney,Sydney,DELF-DALF TP,C2,2023,3,2,,AUS
Autriche,Graz,Graz,DELF SJ,A2,2023,10,10,9.0,AUT
Autriche,Graz,Graz,DELF SJ,B2,2023,41,41,38.0,AUT
Autriche,Vienne,Wien,DELF Prim,A2,2023,9,9,9.0,AUT
Autriche,Vienne,Wien,DELF SJ,B1,2023,287,272,265.0,AUT
Azerbaïdjan,Bakou,Bakou,DELF SJ,A2,2023,17,17,15.0,AZE
Azerbaïdjan,Bakou,Bakou,DELF SJ,B1,2023,28,28,26.0,AZE
Azerbaïdjan,Bakou,Bakou,DELF SJ,B2,2023,11,11,5.0,AZE
Bahreïn,Manama,Isa Town,DELF Prim,A1,2023,27,27,26.0,BHR
Bahreïn,Manama,Isa Town,DELF-DALF TP,A2,2023,9,9,9.0,BHR
Bangladesh,Chittagong,Chittagong,DELF-DALF TP,A2,2023,46,43,41.0,BGD
Bangladesh,Chittagong,Chittagong,DELF-DALF TP,B2,2023,10,7,3.0,BGD
Bangladesh,Dacca,Dhaka,DELF SJ,B1,2023,52,48,27.0,BGD
Bangladesh,Dacca,Dhaka,DELF SJ,B2,2023,24,21,5.0,BGD
Bangladesh,Dacca,Dhaka,DELF Prim,A1,2023,33,33,31.0,BGD
Belgique,Anvers - AF,Antwerpen,DELF-DALF TP,B2,2023,4,4,3.0,BEL
Belgique,Bruxelles,Bruxelles,DELF SJ,A2,2023,5,5,5.0,BEL
Belgique,Bruxelles,Bruxelles,DELF-DALF TP,A2,2023,64,56,54.0,BEL
Belgique,Gent,Gent,DELF-DALF TP,B2,2023,18,18,16.0,BEL
Belgique,Liège,Liège,DELF-DALF TP,A1,2023,2,2,2.0,BEL
Belgique,Mol,Mol,DELF SJ,B2,2023,13,13,13.0,BEL
Belgique,Mol,Mol,DELF Prim,A1,2023,9,9,9.0,BEL
Belgique,Mol,Mol,DELF Prim,A2,2023,6,6,6.0,BEL
Bénin,Cotonou - CEBELAE,Cotonou,DELF-DALF TP,A2,2023,7,7,7.0,BEN
Bélarus,Minsk,Minsk,DELF-DALF TP,A2,2023,9,7,6.0,BLR
Myanmar,Yangon,Yangon( Rangoun),DELF-DALF TP,B2,2023,15,14,10.0,MMR
Bolivie,Cochabamba,Cochabamba,DELF SJ,A1,2023,7,7,7.0,BOL
Bolivie,Cochabamba,Cochabamba,DELF-DALF TP,A2,2023,7,6,6.0,BOL
Bolivie,La Paz - AF,La Paz,DELF-DALF TP,C1,2023,1,1,1.0,BOL
Bolivie,La Paz - AF,La Paz,DELF SJ,A1,2023,34,32,32.0,BOL
Bolivie,La Paz - AF,La Paz,DELF-DALF TP,A2,2023,18,18,18.0,BOL
Bolivie,La Paz - Lycée franco-bolivien,La Paz,DELF Prim,A1,2023,3,3,3.0,BOL
Bolivie,La Paz - Lycée franco-bolivien,La Paz,DELF Prim,A2,2023,80,80,78.0,BOL
Bolivie,La Paz - Lycée franco-bolivien,La Paz,DELF SJ,B2,2023,67,65,62.0,BOL
Bolivie,Santa Cruz - AF,Santa Cruz De La Sierra,DELF SJ,B2,2023,2,2,2.0,BOL
Bolivie,Santa Cruz - Colegio Francés,Santa Cruz De La Sierra,DELF Prim,A2,2023,52,52,52.0,BOL
Bolivie,Sucre,Sucre,DELF-DALF TP,B2,2023,12,12,12.0,BOL
Bosnie-Herzégovine,Sarajevo,Sarajevo,DELF SJ,A2,2023,4,3,2.0,BIH
Brésil,Belo Horizonte,Belo Horizonte,DELF-DALF TP,A2,2023,1,1,1.0,BRA
Bosnie-Herzégovine,Sarajevo,Sarajevo,DELF SJ,B2,2023,15,13,8.0,BIH
Botswana,Gaborone,Gaborone,DELF SJ,B2,2023,10,10,6.0,BWA
Botswana,Gaborone,Gaborone,DELF Prim,A1,2023,40,39,39.0,BWA
Botswana,Gaborone,Gaborone,DELF Prim,A1.1,2023,123,117,114.0,BWA
Botswana,Gaborone,Gaborone,DELF-DALF TP,B1,2023,32,32,21.0,BWA
Brésil,Belem,Belém,DELF-DALF TP,A1,2023,2,2,2.0,BRA
Brésil,Belem,Belém,DELF-DALF TP,C1,2023,7,7,3.0,BRA
Brésil,Campo Grande,Campo Grande,DELF SJ,B2,2023,1,1,1.0,BRA
Brésil,Belo Horizonte,Belo Horizonte,DELF-DALF TP,C2,2023,3,3,3.0,BRA
Brésil,Brasilia,Brasília,DELF-DALF TP,B2,2023,76,73,67.0,BRA
Brésil,Brasilia,Brasília,DELF-DALF TP,C2,2023,14,14,14.0,BRA
Brésil,Curitiba,Curitiba,DELF SJ,A1,2023,1,1,1.0,BRA
Brésil,Curitiba,Curitiba,DELF-DALF TP,B1,2023,35,32,25.0,BRA
Etats-Unis d'Amérique,Miami - AF,Miami,DELF-DALF TP,C1,2023,7,7,6.0,USA
Etats-Unis d'Amérique,Milwaukee - AF,Milwaukee,DELF Prim,A2,2023,89,52,41.0,USA
Etats-Unis d'Amérique,"New Orleans, LA",New Orleans,DELF-DALF TP,C1,2023,4,4,3.0,USA
Etats-Unis d'Amérique,New York - AF,New York,DELF Prim,A1.1,2023,10,10,9.0,USA
Etats-Unis d'Amérique,New York - AF,New York,DELF SJ,B2,2023,53,51,47.0,USA
Etats-Unis d'Amérique,New York - AF,New York,DELF-DALF TP,C1,2023,42,38,28.0,USA
Etats-Unis d'Amérique,"Pasadena, CA",Pasadena,DELF SJ,B1,2023,17,16,15.0,USA
Etats-Unis d'Amérique,"Pasadena, CA",Pasadena,DELF SJ,B2,2023,14,14,13.0,USA
Etats-Unis d'Amérique,"Pasadena, CA",Pasadena,DELF Prim,A1,2023,71,63,61.0,USA
Etats-Unis d'Amérique,"Pasadena, CA",Pasadena,DELF Prim,A2,2023,174,163,159.0,USA
Etats-Unis d'Amérique,Saint Petersburg - French American School,Saint Petersburg,DELF-DALF TP,A2,2023,1,1,,USA
Etats-Unis d'Amérique,"Portland, OR",Portland,DELF-DALF TP,B1,2023,3,3,3.0,USA
Fédération de Russie,Astrakhan,Astrakhan,DELF-DALF TP,B1,2023,1,1,1.0,RUS
Etats-Unis d'Amérique,"Saint Louis, MO",St. Louis,DELF-DALF TP,B1,2023,6,5,5.0,USA
Etats-Unis d'Amérique,"Saint Louis, MO",St. Louis,DELF-DALF TP,C2,2023,2,2,1.0,USA
Etats-Unis d'Amérique,Saint Petersburg - French American School,Saint Petersburg,DELF SJ,A2,2023,10,9,9.0,USA
Etats-Unis d'Amérique,San Francisco - AF,San Francisco,DELF-DALF TP,C1,2023,20,14,11.0,USA
Etats-Unis d'Amérique,San Francisco - AF,San Francisco,DELF-DALF TP,C2,2023,4,3,2.0,USA
Etats-Unis d'Amérique,San Francisco - Lycée français,San Francisco,DELF Prim,A2,2023,487,435,428.0,USA
Etats-Unis d'Amérique,"Seattle, WA",Seattle,DELF Prim,A1.1,2023,2,2,2.0,USA
Etats-Unis d'Amérique,"Seattle, WA",Seattle,DELF Prim,A2,2023,30,30,30.0,USA
Fédération de Russie,Kaliningrad,Kaliningrad,DELF-DALF TP,C1,2023,1,1,1.0,RUS
Etats-Unis d'Amérique,South Freeport,South Freeport,DELF SJ,B1,2023,5,5,5.0,USA
Etats-Unis d'Amérique,Upper Marlboro - PGCPS,Fort Washington,DELF Prim,A2,2023,113,111,96.0,USA
Etats-Unis d'Amérique,Upper Marlboro - PGCPS,Fort Washington,DELF SJ,B2,2023,8,8,5.0,USA
Etats-Unis d'Amérique,Wayne - FLAM USA,Waterown,DELF SJ,A2,2023,37,37,37.0,USA
Etats-Unis d'Amérique,Wayne - FLAM USA,Waterown,DELF SJ,B2,2023,19,19,17.0,USA
Etats-Unis d'Amérique,White Plains,Mamaroneck,DELF SJ,B1,2023,5,5,5.0,USA
Etats-Unis d'Amérique,White Plains,Mamaroneck,DELF Prim,A2,2023,5,5,5.0,USA
Ethiopie,Addis Abeba - Alliance éthio-française,Addis-Abeba,DELF SJ,A1,2023,59,59,39.0,ETH
Ethiopie,Addis Abeba - Alliance éthio-française,Addis-Abeba,DELF-DALF TP,A1,2023,265,247,212.0,ETH
Ethiopie,Dire Daoua - Alliance éthio-française,Dire Daoua,DELF-DALF TP,A1,2023,35,33,29.0,ETH
Finlande,Espoo - Otaniemen lukio,Espoo,DELF SJ,A1,2023,14,12,12.0,FIN
Finlande,Espoo - Otaniemen lukio,Espoo,DELF SJ,B2,2023,7,6,4.0,FIN
Finlande,Helsinki - IF,Helsinki,DELF-DALF TP,B2,2023,26,26,20.0,FIN
Finlande,Helsinki - LFF,Helsinki,DELF SJ,B2,2023,55,51,48.0,FIN
Fédération de Russie,Khabarovsk,Khabarovsk,DELF SJ,B1,2023,1,1,1.0,RUS
Fédération de Russie,Koursk,Koursk,DELF-DALF TP,A2,2023,1,1,1.0,RUS
Finlande,Tampere - Sammon keskuslukio,Tampere,DELF SJ,B1,2023,14,14,12.0,FIN
Finlande,Vanda - Helsinge skola och gymnasium,Vantaa,DELF SJ,A2,2023,2,2,2.0,FIN
France,Agen - Syllabe,Agen,DELF SJ,A2,2023,16,16,16.0,FRA
France,Agen - Syllabe,Agen,DELF-DALF TP,B1,2023,90,89,80.0,FRA
France,Amiens - ISPA,Amiens,DELF-DALF TP,A1,2023,92,73,52.0,FRA
France,Amiens - Rectorat,Amiens,DELF SJ,A1,2023,524,473,392.0,FRA
France,Annecy - AF,Annecy,DELF-DALF TP,A2,2023,126,114,91.0,FRA
France,Annecy - AF,Annecy,DELF-DALF TP,C1,2023,101,88,61.0,FRA
France,Annecy - CILFA,Annecy,DELF-DALF TP,A2,2023,104,96,75.0,FRA
France,Annecy - CILFA,Annecy,DELF-DALF TP,B1,2023,234,217,147.0,FRA
France,Annecy - CILFA,Annecy,DELF-DALF TP,C2,2023,19,17,7.0,FRA
France,Auxerre - GRETA 89,Auxerre,DELF-DALF TP,A1,2023,36,36,26.0,FRA
France,Auxerre - GRETA 89,Auxerre,DELF-DALF TP,B1,2023,152,152,115.0,FRA
France,Avermes,Avermes,DELF-DALF TP,A1,2023,23,23,22.0,FRA
France,Avignon - Université,Avignon,DELF-DALF TP,C1,2023,7,7,7.0,FRA
France,Besançon - Rectorat,Besançon,DELF SJ,B1,2023,395,359,295.0,FRA
France,Blois - DSDEN,Blois,DELF SJ,A2,2023,91,73,58.0,FRA
France,Bobigny - CMA 93,Bobigny Cedex,DELF-DALF TP,A1,2023,25,21,20.0,FRA
France,Bois d'Arcy - UPR,Fresnes,DELF-DALF TP,A2,2023,10,9,8.0,FRA
Fédération de Russie,Krasnoiarsk,Krasnoïarsk,DELF SJ,A2,2023,1,1,,RUS
France,Bordeaux - Newdeal Institut,Bordeaux,DELF-DALF TP,B2,2023,128,124,95.0,FRA
France,Bordeaux - Rectorat,Bordeaux,DELF SJ,A1,2023,600,505,392.0,FRA
France,Bordeaux-Montaigne,Pessac Cedex,DELF-DALF TP,C2,2023,17,15,2.0,FRA
France,Bourges - DSDEN,Bourges,DELF SJ,A1,2023,74,62,48.0,FRA
France,Bron - CEFI,Bron,DELF-DALF TP,C1,2023,9,9,8.0,FRA
Fédération de Russie,Makhatchkala,Makhatchkala,DELF-DALF TP,B1,2023,1,1,1.0,RUS
France,Cachan - GRETA,Cachan,DELF-DALF TP,A2,2023,220,215,196.0,FRA
France,Cachan - GRETA,Cachan,DELF-DALF TP,B2,2023,17,17,13.0,FRA
France,Caen - Université,Caen Cedex 5,DELF-DALF TP,B2,2023,75,71,48.0,FRA
France,Caen - Université,Caen Cedex 5,DELF-DALF TP,C2,2023,2,1,,FRA
France,Chambéry - ACCENTS,Chambery Cedex,DELF-DALF TP,B1,2023,100,93,58.0,FRA
France,Chartres - DSDEN,Chartres,DELF SJ,B1,2023,37,33,22.0,FRA
France,Clermont-Ferrand - Casnav,Clermont-Ferrand Cedex 1,DELF SJ,A1,2023,198,173,135.0,FRA
France,Clermont-Ferrand - Université,Clermont-Ferrand,DELF-DALF TP,C1,2023,11,11,8.0,FRA
France,Dijon - CIEF,Dijon Cedex,DELF-DALF TP,A2,2023,51,48,37.0,FRA
France,Dijon - DELF scolaire,Dijon Cedex,DELF SJ,A1,2023,471,403,326.0,FRA
France,Dijon - École des métiers,Longvic,DELF-DALF TP,A1,2023,14,10,6.0,FRA
France,Dijon - UPR,Dijon Cedex,DELF-DALF TP,A2,2023,21,20,18.0,FRA
France,Evry - Casnav,Evry Cedex,DELF SJ,A1,2023,104,87,55.0,FRA
France,Evry - Casnav,Evry Cedex,DELF SJ,B1,2023,327,272,243.0,FRA
France,Evry - CNAM,Evry Courcouronnes,DELF-DALF TP,A2,2023,9,9,7.0,FRA
France,Ferney-Voltaire - GRETA,Ferney-Voltaire,DELF-DALF TP,A1,2023,4,3,3.0,FRA
France,Ferney-Voltaire - GRETA,Ferney-Voltaire,DELF-DALF TP,A2,2023,83,77,61.0,FRA
France,Ferney-Voltaire - GRETA,Ferney-Voltaire,DELF-DALF TP,B2,2023,91,85,68.0,FRA
France,Ferney-Voltaire - GRETA,Ferney-Voltaire,DELF-DALF TP,C1,2023,29,17,14.0,FRA
France,Grenoble - CUEF,Saint-Martin-D'Heres,DELF-DALF TP,C2,2023,10,9,3.0,FRA
France,La Courneuve - LE POLE,La Courneuve,DELF-DALF TP,B1,2023,384,367,192.0,FRA
France,La Rochelle - IUL-FLE,La Rochelle Cedex 1,DELF-DALF TP,B1,2023,63,61,40.0,FRA
Brésil,Curitiba,Curitiba,DELF-DALF TP,B2,2023,49,46,40.0,BRA
Brésil,Curitiba,Curitiba,DELF-DALF TP,C2,2023,3,3,2.0,BRA
Brésil,Florianopolis,Florianópolis,DELF SJ,A2,2023,5,5,5.0,BRA
Brésil,Florianopolis,Florianópolis,DELF-DALF TP,A2,2023,3,3,3.0,BRA
Brésil,Fortaleza,Fortaleza,DELF-DALF TP,C1,2023,6,6,4.0,BRA
Brésil,Londrina,Londrina,DELF-DALF TP,A2,2023,1,1,1.0,BRA
Brésil,Goiânia,Goiania,DELF-DALF TP,C1,2023,2,2,1.0,BRA
Brésil,Juiz de Fora,Juiz De Fora,DELF-DALF TP,B1,2023,17,17,11.0,BRA
