Country,City,Center,Type,Level,Year,Registered,Present,Passed,ISO3
Madagascar,Antsirabe,Antsirabe,DELF-DALF TP,A2,2023,160,147,122.0,MDG
Madagascar,Antsirabe,Antsirabe,DELF-DALF TP,C2,2023,88,85,55.0,MDG
Madagascar,Antsiranana,Antsiranana,DELF SJ,B1,2023,35,33,29.0,MDG
Madagascar,Antsiranana,Antsiranana,DELF-DALF TP,C2,2023,45,43,14.0,MDG
Madagascar,Antsohihy,Antsohihy,DELF SJ,A1,2023,50,48,48.0,MDG
Madagascar,Antsohihy,Antsohihy,DELF-DALF TP,B2,2023,50,49,33.0,MDG
Madagascar,Fandriana,Fandriana,DELF-DALF TP,C1,2023,11,11,11.0,MDG
Madagascar,Fianarantsoa,Fianarantsoa,DELF-DALF TP,B2,2023,551,514,402.0,MDG
Madagascar,Fort-Dauphin,Fort-Dauphin,DELF-DALF TP,A2,2023,13,9,5.0,MDG
Madagascar,Majunga,Majunga,DELF SJ,B1,2023,115,105,105.0,MDG
Madagascar,Majunga,Majunga,DELF Prim,A2,2023,37,35,35.0,MDG
Madagascar,Majunga,Majunga,DELF-DALF TP,A1,2023,52,51,48.0,MDG
Madagascar,Manakara,Manakara,DELF-DALF TP,B2,2023,35,31,23.0,MDG
Madagascar,Mananjary,Mananjary,DELF SJ,A1,2023,16,16,16.0,MDG
Madagascar,Mananjary,Mananjary,DELF Prim,A1,2023,7,6,6.0,MDG
Madagascar,Mananjary,Mananjary,DELF-DALF TP,B1,2023,22,19,18.0,MDG
Madagascar,Morondava,Morondava,DELF SJ,B2,2023,12,12,12.0,MDG
Madagascar,Morondava,Morondava,DELF Prim,A2,2023,8,8,8.0,MDG
Madagascar,Morondava,Morondava,DELF-DALF TP,A2,2023,2,2,2.0,MDG
Madagascar,Nosy Be,Nosy Be,DELF SJ,A1,2023,4,4,3.0,MDG
Madagascar,Nosy Be,Nosy Be,DELF SJ,B2,2023,5,5,5.0,MDG
Madagascar,Nosy Be,Nosy Be,DELF-DALF TP,B1,2023,58,48,37.0,MDG
Madagascar,Sainte-Marie,Sainte-Marie,DELF SJ,B1,2023,9,9,9.0,MDG
Madagascar,Sainte-Marie,Sainte-Marie,DELF Prim,A1,2023,22,19,18.0,MDG
Madagascar,Sainte-Marie,Sainte-Marie,DELF Prim,A2,2023,33,26,26.0,MDG
Madagascar,Sainte-Marie,Sainte-Marie,DELF-DALF TP,B1,2023,19,17,16.0,MDG
Madagascar,Sainte-Marie,Sainte-Marie,DELF-DALF TP,B2,2023,12,11,11.0,MDG
Madagascar,Sambava,Sambava,DELF-DALF TP,A1,2023,3,2,2.0,MDG
Madagascar,Tamatave,Tamatave,DELF SJ,A1,2023,15,13,12.0,MDG
Madagascar,Tamatave,Tamatave,DELF Prim,A2,2023,47,46,46.0,MDG
Madagascar,Tamatave,Tamatave,DELF-DALF TP,A2,2023,73,66,59.0,MDG
Madagascar,Tamatave,Tamatave,DELF-DALF TP,C2,2023,71,66,33.0,MDG
Madagascar,Tananarive,Antananarivo,DELF Prim,A1.1,2023,57,49,48.0,MDG
Madagascar,Tananarive,Antananarivo,DELF Prim,A2,2023,334,319,316.0,MDG
Madagascar,Tananarive,Antananarivo,DELF-DALF TP,A1,2023,158,129,120.0,MDG
Madagascar,Tananarive,Antananarivo,DELF-DALF TP,B2,2023,3877,3663,3111.0,MDG
Madagascar,Tsiroanomandidy,Tsiroanomandidy,DELF Prim,A1,2023,15,15,15.0,MDG
Madagascar,Tsiroanomandidy,Tsiroanomandidy,DELF-DALF TP,A2,2023,10,8,7.0,MDG
Madagascar,Tsiroanomandidy,Tsiroanomandidy,DELF-DALF TP,B2,2023,20,20,10.0,MDG
Madagascar,Tsiroanomandidy,Tsiroanomandidy,DELF-DALF TP,C1,2023,5,5,4.0,MDG
Malaisie,Ayer Keroh,Ayer Keroh,DELF SJ,A1,2023,87,86,82.0,MYS
Malaisie,Ayer Keroh,Ayer Keroh,DELF SJ,A2,2023,41,39,16.0,MYS
Malaisie,Georgetown - SMK Convent Green Lane,Georgetown,DELF SJ,A2,2023,18,18,16.0,MYS
Malaisie,Johor Bahru,Johor Bahru,DELF SJ,B1,2023,5,5,,MYS
Malaisie,Kota Kinabalu - SMS Sabah,Kota Kinabalu,DELF SJ,A2,2023,6,6,4.0,MYS
Malaisie,Kuala Lumpur - AF,Kuala Lumpur,DELF Prim,A1,2023,6,6,6.0,MYS
Malaisie,Kuala Lumpur - AF,Kuala Lumpur,DELF-DALF TP,B2,2023,18,16,11.0,MYS
Malaisie,Kuala Lumpur - S. Selangor,Cheras,DELF SJ,A2,2023,72,71,57.0,MYS
Malaisie,Kuala Lumpur - S. Selangor,Cheras,DELF SJ,B1,2023,13,12,4.0,MYS
Malaisie,Kuala Lumpur - Seri Puteri,Cyberjaya,DELF SJ,A2,2023,65,65,57.0,MYS
Malaisie,Kuala Lumpur - Seri Puteri,Cyberjaya,DELF SJ,B1,2023,14,14,10.0,MYS
Malaisie,Kuala Terengganu,Kuala Nerus,DELF SJ,A2,2023,27,26,17.0,MYS
Malaisie,Miri,Miri,DELF SJ,A1,2023,34,34,34.0,MYS
Jamaïque,Kingston,Kingston,DELF-DALF TP,A2,2023,1,1,1.0,JAM
Malaisie,Pengkalan Chepa,Pengkalan Chepa,DELF SJ,A2,2023,24,24,20.0,MYS
Malaisie,Pengkalan Chepa,Pengkalan Chepa,DELF SJ,B1,2023,4,4,3.0,MYS
Japon,Osaka - IF,Osaka,DELF Prim,A1.1,2023,1,1,1.0,JPN
Kazakhstan,Qaraghandy,Karaganda,DELF-DALF TP,B1,2023,1,1,1.0,KAZ
Mali,Bamako,Bamako,DELF SJ,A1,2023,2,2,2.0,MLI
Mali,Bamako,Bamako,DELF SJ,A2,2023,12,12,11.0,MLI
Mali,Bamako,Bamako,DELF Prim,A2,2023,32,32,32.0,MLI
Mali,Bamako,Bamako,DELF-DALF TP,A1,2023,3,3,3.0,MLI
Malte,Floriana,Il-Ħamrun,DELF-DALF TP,B2,2023,2,2,2.0,MLT
Maroc,Agadir,Agadir,DELF SJ,B2,2023,34,34,31.0,MAR
Maroc,Agadir,Agadir,DELF SJ,B1,2023,41,41,37.0,MAR
Maroc,Casablanca,Casablanca,DELF SJ,B1,2023,3,3,2.0,MAR
Maroc,Casablanca,Casablanca,DELF SJ,B2,2023,44,42,34.0,MAR
Maroc,Casablanca,Casablanca,DELF Prim,A2,2023,118,114,111.0,MAR
Maroc,Casablanca,Casablanca,DELF SJ,B2,2023,114,112,98.0,MAR
Maroc,Casablanca,Casablanca,DELF-DALF TP,A2,2023,2,2,1.0,MAR
Maroc,Casablanca,Casablanca,DELF-DALF TP,B1,2023,16,15,14.0,MAR
Maroc,El Jadida,El Jadida,DELF SJ,B2,2023,70,69,59.0,MAR
Maroc,El Jadida,El Jadida,DELF Prim,A1,2023,6,6,6.0,MAR
Kenya,Mombasa,Mombasa,DELF-DALF TP,C1,2023,1,1,1.0,KEN
Maroc,Essaouira,Essaouira,DELF SJ,B2,2023,62,62,44.0,MAR
Maroc,Essaouira,Essaouira,DELF-DALF TP,B1,2023,4,3,3.0,MAR
Maroc,Essaouira,Essaouira,DELF-DALF TP,C1,2023,7,7,7.0,MAR
Kirghizistan,Bichkek,Bichkek,DELF SJ,A1,2023,1,1,1.0,KGZ
Maroc,Fes,Fès,DELF-DALF TP,A2,2023,3,3,3.0,MAR
Maroc,Kenitra,Kénitra,DELF SJ,A2,2023,6,6,6.0,MAR
Maroc,Kenitra,Kénitra,DELF-DALF TP,C1,2023,36,36,32.0,MAR
Maroc,Marrakech,Marrakech,DELF SJ,A1,2023,15,15,14.0,MAR
Maroc,Marrakech,Marrakech,DELF SJ,B2,2023,8,8,4.0,MAR
Maroc,Marrakech,Marrakech,DELF-DALF TP,A1,2023,3,3,3.0,MAR
Maroc,Marrakech,Marrakech,DELF-DALF TP,A2,2023,52,52,52.0,MAR
Maroc,Meknes,Meknès,DELF Prim,A2,2023,27,26,26.0,MAR
Maroc,Oujda,Oujda,DELF SJ,A1,2023,13,13,13.0,MAR
Maroc,Oujda,Oujda,DELF SJ,B1,2023,26,26,24.0,MAR
Maroc,Oujda,Oujda,DELF SJ,B2,2023,69,68,59.0,MAR
Maroc,Rabat,Rabat,DELF Prim,A1,2023,35,35,35.0,MAR
Maroc,Rabat,Rabat,DELF Prim,A2,2023,47,44,44.0,MAR
Maroc,Safi,Safi,DELF-DALF TP,C1,2023,14,14,10.0,MAR
Maroc,Tetouan,Tétouan,DELF SJ,A2,2023,16,16,16.0,MAR
Maroc,Tetouan,Tétouan,DELF Prim,A1,2023,46,46,46.0,MAR
Maroc,Tetouan,Tétouan,DELF Prim,A1.1,2023,27,27,26.0,MAR
Maroc,Tetouan,Tétouan,DELF Prim,A2,2023,41,41,41.0,MAR
Maurice,Moka - MES,Moka,DELF SJ,B2,2023,1154,1144,1141.0,MUS
Maurice,Port-Louis - AF,Port Louis,DELF SJ,B1,2023,3,3,3.0,MUS
Lettonie,Riga,Riga,DELF SJ,A1,2023,1,1,,LVA
Maurice,Rose Hill - IF,Rose Hill,DELF-DALF TP,A1,2023,3,3,3.0,MUS
Mauritanie,Atar,Atar,DELF-DALF TP,B2,2023,78,78,50.0,MRT
Mauritanie,Kiffa,Kiffa,DELF-DALF TP,A1,2023,8,6,4.0,MRT
Mauritanie,Nouakchott - AFM,Nouakchott,DELF-DALF TP,A2,2023,53,47,43.0,MRT
Mauritanie,Nouakchott - CRELS,Nouakchott,DELF-DALF TP,A2,2023,3,3,3.0,MRT
Mauritanie,Nouakchott - CRELS,Nouakchott,DELF-DALF TP,B1,2023,29,29,25.0,MRT
Mauritanie,Nouakchott - CRELS,Nouakchott,DELF-DALF TP,B2,2023,257,257,186.0,MRT
Mexique,Aguascalientes,Aguascalientes,DELF SJ,A2,2023,5,5,5.0,MEX
Mexique,Aguascalientes,Aguascalientes,DELF-DALF TP,B2,2023,23,22,21.0,MEX
Mexique,Atempan Tlaxcala,Tlaxcala,DELF-DALF TP,A1,2023,7,7,7.0,MEX
Mexique,Atempan Tlaxcala,Tlaxcala,DELF-DALF TP,A2,2023,23,23,20.0,MEX
Mexique,Cancún - Universidad del Caribe,Cancún,DELF-DALF TP,A2,2023,8,8,8.0,MEX
Mexique,Cancún - Universidad del Caribe,Cancún,DELF-DALF TP,B2,2023,7,7,6.0,MEX
Mexique,Chetumal,Chetumal,DELF SJ,B1,2023,2,2,1.0,MEX
Mexique,Chetumal,Chetumal,DELF-DALF TP,A2,2023,2,2,2.0,MEX
Mexique,Chihuahua - Université Technologique,Chihuahua,DELF-DALF TP,A1,2023,2,2,2.0,MEX
Mexique,Chihuahua -ITESM,Chihuahua,DELF-DALF TP,A2,2023,7,7,7.0,MEX
Mexique,Chihuahua -ITESM,Chihuahua,DELF-DALF TP,B2,2023,3,3,1.0,MEX
Mexique,Ciudad Juárez,Juárez,DELF SJ,A1,2023,9,9,9.0,MEX
Mexique,Coacalco - AF,San Francisco Coacalco,DELF SJ,A2,2023,6,6,6.0,MEX
Mexique,Cuernavaca - Angloamericano,Cuernavaca,DELF-DALF TP,A2,2023,28,28,27.0,MEX
Mexique,Cuernavaca - ITESM,Cuernavaca,DELF Prim,A1.1,2023,8,8,8.0,MEX
Mexique,Cuernavaca - ITESM,Cuernavaca,DELF-DALF TP,A2,2023,14,14,14.0,MEX
Mexique,Culiacan - U.A. de Sinaloa,Culiacán,DELF SJ,A1,2023,20,19,12.0,MEX
Mexique,Guadalajara,Guadalajara,DELF Prim,A1,2023,24,22,22.0,MEX
Mexique,Guadalajara,Guadalajara,DELF Prim,A2,2023,10,10,9.0,MEX
Mexique,Guadalajara,Guadalajara,DELF-DALF TP,B1,2023,48,47,38.0,MEX
Mexique,Guadalajara,Guadalajara,DELF-DALF TP,B2,2023,92,90,65.0,MEX
Mexique,Guadalajara,Guadalajara,DELF-DALF TP,C2,2023,2,2,1.0,MEX
Mexique,Guanajuato - AF,Guanajuato,DELF-DALF TP,A1,2023,22,22,22.0,MEX
Mexique,Guanajuato - AF,Guanajuato,DELF-DALF TP,B2,2023,34,34,32.0,MEX
Mexique,Guanajuato - AF,Guanajuato,DELF-DALF TP,C1,2023,2,2,2.0,MEX
Mexique,Hermosillo - U. Sonora,Hermosillo,DELF SJ,A1,2023,21,21,21.0,MEX
Madagascar,Morondava,Morondava,DELF Prim,A1,2023,1,1,1.0,MDG
Mexique,Hermosillo - U. Sonora,Hermosillo,DELF-DALF TP,B1,2023,28,28,20.0,MEX
Mexique,Ixmiquilpan,Ixmiquilpan,DELF-DALF TP,A2,2023,267,267,118.0,MEX
Mexique,Ixmiquilpan,Ixmiquilpan,DELF-DALF TP,B1,2023,5,5,4.0,MEX
Mexique,La Laguna,Torreón,DELF-DALF TP,B2,2023,16,16,14.0,MEX
Mexique,La Paz - UABCS,La Paz,DELF SJ,A1,2023,24,24,24.0,MEX
Mexique,Leon,León,DELF-DALF TP,C1,2023,2,2,2.0,MEX
Mexique,Merida - AF,Mérida,DELF SJ,A1,2023,16,16,15.0,MEX
Malaisie,Penang - AF,George Town,DELF-DALF TP,B1,2023,1,0,,MYS
Mexique,Merida - AF,Mérida,DELF Prim,A1,2023,3,3,3.0,MEX
Mexique,Merida - AF,Mérida,DELF-DALF TP,B1,2023,22,21,20.0,MEX
Mexique,Merida - AF,Mérida,DELF-DALF TP,B2,2023,29,29,26.0,MEX
Mexique,Merida - AF,Mérida,DELF-DALF TP,C1,2023,5,5,1.0,MEX
Mexique,Mexicali - AF,Mexicali,DELF SJ,A2,2023,84,84,81.0,MEX
Mexique,Mexicali - AF,Mexicali,DELF-DALF TP,B2,2023,13,13,11.0,MEX
Mexique,Mexico - AF Del Valle,Ciudad De México,DELF Prim,A1,2023,38,38,38.0,MEX
Mexique,Mexico - AF Del Valle,Ciudad De México,DELF-DALF TP,B2,2023,64,60,50.0,MEX
Mexique,Mexico - AF Del Valle,Ciudad De México,DELF-DALF TP,C1,2023,16,14,12.0,MEX
Mexique,Mexico - AF Interlomas,Huixquilucan,DELF SJ,A1,2023,82,78,76.0,MEX
Mexique,Mexico - AF Interlomas,Huixquilucan,DELF SJ,A2,2023,50,47,44.0,MEX
Malaisie,Seremban - Abdul Razak,Seremban,DELF SJ,B1,2023,1,1,1.0,MYS
Mexique,Mexico - IFAL,Ciudad De México,DELF Prim,A1.1,2023,69,68,68.0,MEX
Mexique,Mexico - IFAL,Ciudad De México,DELF Prim,A2,2023,16,16,16.0,MEX
Mexique,Mexico - IFAL,Ciudad De México,DELF-DALF TP,B1,2023,166,161,126.0,MEX
Mexique,Mexico - IPN Santo Tomás,Ville de Mexico,DELF-DALF TP,A2,2023,2,2,2.0,MEX
Mexique,Mexico - IPN Santo Tomás,Ville de Mexico,DELF-DALF TP,B2,2023,4,3,2.0,MEX
Mexique,Mexico - IPN Zacatenco,Ciudad De México,DELF-DALF TP,A1,2023,6,5,5.0,MEX
Mexique,Mexico - IPN Zacatenco,Ciudad De México,DELF-DALF TP,B2,2023,7,7,5.0,MEX
Mexique,Mexico - Preparatorias,Ciudad De México,DELF SJ,B2,2023,4,4,3.0,MEX
Mexique,Monterrey - U. A. de Nuevo León,Monterrey,DELF-DALF TP,B1,2023,139,133,101.0,MEX
Mexique,Morelia - Universidad Michoacana,Morelia,DELF-DALF TP,A2,2023,3,2,2.0,MEX
Mexique,Morelia - Universidad Michoacana,Morelia,DELF-DALF TP,B2,2023,13,12,8.0,MEX
Mexique,Morelia - Universidad Valladolid,Morelia,DELF SJ,A2,2023,11,11,7.0,MEX
Mexique,Morelia - Universidad Valladolid,Morelia,DELF-DALF TP,A2,2023,5,5,5.0,MEX
Mexique,Nezahualcoyotl,Nezahualcoyotl,DELF-DALF TP,B2,2023,2,2,,MEX
Mexique,Nuevo Laredo - Université Technologique,Nuevo Laredo,DELF-DALF TP,A1,2023,42,42,41.0,MEX
Maroc,El Jadida,El Jadida,DELF-DALF TP,B1,2023,1,1,1.0,MAR
Mexique,Pachuca - Université Autonome,Mineral De La Reforma,DELF-DALF TP,A1,2023,33,31,30.0,MEX
Mexique,Pachuca - Université Autonome,Mineral De La Reforma,DELF-DALF TP,B1,2023,14,14,11.0,MEX
Mexique,Pachuca - Université Autonome,Mineral De La Reforma,DELF-DALF TP,C2,2023,2,2,2.0,MEX
Mexique,Polanco,Ciudad De México,DELF SJ,B2,2023,21,20,16.0,MEX
Mexique,Puebla - AF,Puebla,DELF SJ,A1,2023,21,16,16.0,MEX
Mexique,Puebla - UA,Puebla,DELF SJ,B1,2023,3,3,1.0,MEX
Maroc,Kenitra,Kénitra,DELF-DALF TP,A2,2023,1,1,1.0,MAR
Mexique,Puebla - Université Technologique,Puebla,DELF-DALF TP,B1,2023,41,41,22.0,MEX
Mexique,Puerto Vallarta,Puerto Vallarta,DELF SJ,A2,2023,5,3,3.0,MEX
Mexique,Querétaro,Querétaro,DELF SJ,A1,2023,74,70,67.0,MEX
Mexique,Saltillo,Saltillo,DELF SJ,A2,2023,71,67,42.0,MEX
Mexique,San Angel,CDMX,DELF SJ,A1,2023,131,124,113.0,MEX
Mexique,San Angel,CDMX,DELF Prim,A1.1,2023,83,81,80.0,MEX
Mexique,San Angel,CDMX,DELF Prim,A2,2023,4,4,4.0,MEX
Mexique,San Angel,CDMX,DELF-DALF TP,C2,2023,3,3,2.0,MEX
Mexique,San Luis Potosi,San Luis Potosí,DELF SJ,B1,2023,35,34,30.0,MEX
Mexique,San Luis Potosi,San Luis Potosí,DELF-DALF TP,B2,2023,50,50,49.0,MEX
Maurice,Port-Louis - AF,Port Louis,DELF-DALF TP,A1,2023,1,1,1.0,MUS
Mexique,Tampico,Tampico,DELF SJ,B1,2023,31,31,8.0,MEX
Mexique,Texcoco,Texcoco,DELF Prim,A1,2023,5,5,4.0,MEX
Mexique,Texcoco,Texcoco,DELF Prim,A2,2023,14,14,6.0,MEX
Mexique,Tijuana,Tijuana,DELF Prim,A2,2023,8,6,3.0,MEX
Mexique,Toluca,Toluca,DELF-DALF TP,A1,2023,36,36,33.0,MEX
Mexique,Villahermosa - AF,Villahermosa,DELF SJ,A2,2023,24,24,24.0,MEX
Mexique,Villahermosa - AF,Villahermosa,DELF SJ,B1,2023,7,7,7.0,MEX
Mexique,Villahermosa - AF,Villahermosa,DELF-DALF TP,B1,2023,10,10,6.0,MEX
Mexique,Xalapa - AF,Xalapa,DELF-DALF TP,A1,2023,62,62,58.0,MEX
Mexique,Zacatecas,Zacatecas,DELF-DALF TP,B2,2023,8,8,7.0,MEX
Moldavie,Chisinau,Chisinau,DELF SJ,B2,2023,22,22,20.0,MDA
Mexique,Coacalco - AF,San Francisco Coacalco,DELF-DALF TP,C1,2023,1,1,1.0,MEX
Mongolie,Oulan-Bator,Oulan Bator,DELF SJ,A2,2023,2,2,2.0,MNG
Mongolie,Oulan-Bator,Oulan Bator,DELF-DALF TP,B1,2023,7,7,4.0,MNG
Monténégro,Podgorica,Podgorica,DELF SJ,A2,2023,28,28,23.0,MNE
Monténégro,Podgorica,Podgorica,DELF SJ,B1,2023,13,13,12.0,MNE
Monténégro,Podgorica,Podgorica,DELF Prim,A1,2023,3,3,3.0,MNE
Mozambique,Maputo - CCFM,Maputo,DELF SJ,B1,2023,9,8,8.0,MOZ
Mexique,Guadalajara,Guadalajara,DELF-DALF TP,A1,2023,1,1,1.0,MEX
Mozambique,Maputo - CCFM,Maputo,DELF-DALF TP,A1,2023,7,7,7.0,MOZ
Mexique,Guadalajara,Guadalajara,DELF-DALF TP,A2,2023,1,1,1.0,MEX
Népal,Katmandou,Lalitpur,DELF-DALF TP,B2,2023,2,2,2.0,NPL
Nicaragua,Managua,Managua,DELF-DALF TP,A2,2023,15,15,14.0,NIC
Niger,Agadez,Agadez,DELF-DALF TP,B2,2023,3,2,2.0,NER
Niger,Niamey,Niamey,DELF-DALF TP,A2,2023,5,5,5.0,NER
Niger,Niamey,Niamey,DELF-DALF TP,C2,2023,2,2,2.0,NER
Mexique,La Paz - UABCS,La Paz,DELF-DALF TP,A1,2023,1,1,1.0,MEX
Nigéria,Abuja,Abuja,DELF Prim,A1,2023,52,50,49.0,NGA
Nigéria,Abuja,Abuja,DELF-DALF TP,A2,2023,110,102,89.0,NGA
Nigéria,Abuja,Abuja,DELF-DALF TP,C2,2023,8,7,5.0,NGA
Nigéria,Badagry,Badagry,DELF-DALF TP,B1,2023,16,16,8.0,NGA
Nigéria,Enugu,Enugu,DELF-DALF TP,A1,2023,68,60,52.0,NGA
Nigéria,Ibadan,Ibadan,DELF Prim,A1,2023,123,123,123.0,NGA
Nigéria,Ibadan,Ibadan,DELF-DALF TP,A2,2023,24,24,22.0,NGA
Nigéria,Ibadan,Ibadan,DELF-DALF TP,B2,2023,54,54,36.0,NGA
Nigéria,Kaduna,Kaduna,DELF SJ,A2,2023,203,203,178.0,NGA
Nigéria,Kaduna,Kaduna,DELF SJ,B2,2023,47,47,42.0,NGA
Nigéria,Kaduna,Kaduna,DELF Prim,A1.1,2023,87,87,69.0,NGA
Nigéria,Kaduna,Kaduna,DELF-DALF TP,C1,2023,20,20,18.0,NGA
Mexique,Merida - AF,Mérida,DELF SJ,B2,2023,1,1,1.0,MEX
Nigéria,Lagos,Lagos,DELF-DALF TP,A1,2023,33,31,26.0,NGA
Nigéria,Lagos,Lagos,DELF-DALF TP,B1,2023,75,65,46.0,NGA
Nigéria,Maiduguri,Maiduguri,DELF-DALF TP,A1,2023,28,27,27.0,NGA
Nigéria,Owerri,Owerri,DELF-DALF TP,A1,2023,23,23,17.0,NGA
Nigéria,Port Harcourt,Port Harcourt,DELF SJ,B1,2023,6,6,,NGA
Nigéria,Port Harcourt,Port Harcourt,DELF-DALF TP,A2,2023,18,18,18.0,NGA
Norvège,Oslo,Oslo,DELF SJ,B1,2023,4,4,4.0,NOR
Nouvelle-Zélande,Auckland,Auckland,DELF Prim,A2,2023,23,22,15.0,NZL
Nouvelle-Zélande,Auckland,Auckland,DELF-DALF TP,A2,2023,9,9,9.0,NZL
Nouvelle-Zélande,Auckland,Auckland,DELF-DALF TP,C1,2023,2,2,1.0,NZL
Nouvelle-Zélande,Christchurch,Christchurch,DELF SJ,B2,2023,2,2,2.0,NZL
Mexique,Mexico - FES-Acatlán,Naucalpan De Juárez,DELF-DALF TP,A2,2023,1,1,1.0,MEX
Nouvelle-Zélande,Dunedin,Dunedin,DELF-DALF TP,B2,2023,2,2,2.0,NZL
Nouvelle-Zélande,Hamilton,Hamilton,DELF-DALF TP,B1,2023,2,2,2.0,NZL
Nouvelle-Zélande,Palmerston North,Palmerston North,DELF SJ,B2,2023,2,2,2.0,NZL
Nouvelle-Zélande,Palmerston North,Palmerston North,DELF SJ,A1,2023,9,7,7.0,NZL
Nouvelle-Zélande,Wellington,Wellington,DELF SJ,A1,2023,31,28,27.0,NZL
Nouvelle-Zélande,Wellington,Wellington,DELF-DALF TP,B1,2023,6,6,6.0,NZL
Nouvelle-Zélande,Wellington,Wellington,DELF-DALF TP,C1,2023,2,2,2.0,NZL
Oman,Mascate,Mascate,DELF SJ,A1,2023,8,8,8.0,OMN
Ouganda,Kampala,Kampala,DELF SJ,A1,2023,279,275,256.0,UGA
Ouganda,Kampala,Kampala,DELF Prim,A1,2023,7,7,7.0,UGA
Ouganda,Kampala,Kampala,DELF Prim,A2,2023,10,10,9.0,UGA
Ouganda,Kampala,Kampala,DELF-DALF TP,B2,2023,41,41,26.0,UGA
Ouzbékistan,Tachkent,Tachkent,DELF-DALF TP,A1,2023,2,2,2.0,UZB
Ouzbékistan,Tachkent,Tachkent,DELF-DALF TP,B1,2023,23,23,16.0,UZB
Ouzbékistan,Tachkent,Tachkent,DELF-DALF TP,B2,2023,134,130,35.0,UZB
Mexique,Puebla - UA,Puebla,DELF-DALF TP,A1,2023,1,1,1.0,MEX
Pakistan,Karachi - AF,Karachi,DELF SJ,A2,2023,2,2,2.0,PAK
Pakistan,Lahore - AF,Lahore,DELF Prim,A1,2023,7,7,7.0,PAK
Pakistan,Lahore - AF,Lahore,DELF-DALF TP,B1,2023,15,15,15.0,PAK
Mexique,Saltillo,Saltillo,DELF SJ,B2,2023,1,1,1.0,MEX
Panama,David,David,DELF-DALF TP,B2,2023,2,2,2.0,PAN
Panama,Panama,Panama,DELF SJ,A2,2023,28,27,23.0,PAN
Panama,Panama,Panama,DELF SJ,B1,2023,8,8,6.0,PAN
Mexique,Tijuana,Tijuana,DELF-DALF TP,C2,2023,1,1,,MEX
Pays-Bas,La Haye - AF,La Haye,DELF-DALF TP,B2,2023,42,41,39.0,NLD
Pays-Bas,La Haye - IF,La Haye,DELF SJ,B1,2023,727,718,613.0,NLD
Pays-Bas,La Haye - Lycée français Van Gogh,La Haye,DELF Prim,A2,2023,13,13,13.0,NLD
Mongolie,Oulan-Bator,Oulan Bator,DELF SJ,A1,2023,1,1,1.0,MNG
Pays-Bas,Rotterdam,Rotterdam,DELF SJ,B2,2023,3,3,2.0,NLD
Pays-Bas,Rotterdam,Rotterdam,DELF-DALF TP,B2,2023,25,22,19.0,NLD
Pérou,Arequipa,Arequipa,DELF SJ,A1,2023,3,3,3.0,PER
Pérou,Arequipa,Arequipa,DELF Prim,A1,2023,93,93,91.0,PER
Pérou,Arequipa,Arequipa,DELF Prim,A2,2023,21,21,20.0,PER
Pérou,Chiclayo,Chiclayo,DELF SJ,A1,2023,3,2,2.0,PER
Mozambique,Maputo - CCFM,Maputo,DELF-DALF TP,C2,2023,1,1,,MOZ
Pérou,Chiclayo,Chiclayo,DELF-DALF TP,A2,2023,12,9,8.0,PER
Pérou,Chiclayo,Chiclayo,DELF-DALF TP,B2,2023,11,8,7.0,PER
Pérou,Lima,Lima,DELF SJ,A1,2023,67,63,63.0,PER
Pérou,Lima,Lima,DELF Prim,A1.1,2023,383,374,371.0,PER
Pérou,Piura,Piura,DELF SJ,A1,2023,2,2,2.0,PER
Pérou,Trujillo,Trujillo,DELF-DALF TP,A2,2023,29,29,28.0,PER
Pérou,Trujillo,Trujillo,DELF-DALF TP,B2,2023,17,17,6.0,PER
Philippines,Manille - AF,Makati,DELF-DALF TP,A2,2023,13,12,12.0,PHL
Philippines,Manille - AF,Makati,DELF-DALF TP,C2,2023,2,2,,PHL
Pologne,Cracovie - IF,Cracovie,DELF SJ,A1,2023,5,5,5.0,POL
Pologne,Cracovie - IF,Cracovie,DELF-DALF TP,A2,2023,2,2,2.0,POL
Pologne,Gdansk - AF,Gdansk,DELF SJ,B2,2023,17,16,13.0,POL
Pologne,Gdansk - AF,Gdansk,DELF-DALF TP,B2,2023,15,15,11.0,POL
Pologne,Katowice - AF,Katowice,DELF SJ,A2,2023,5,5,5.0,POL
Pologne,Lodz - AF,Lódz,DELF SJ,A2,2023,33,32,30.0,POL
Pologne,Lodz - AF,Lódz,DELF SJ,B2,2023,20,20,15.0,POL
Pologne,Lodz - AF,Lódz,DELF-DALF TP,A2,2023,4,4,3.0,POL
Pologne,Lodz - AF,Lódz,DELF-DALF TP,B1,2023,5,5,5.0,POL
Pologne,Lodz - AF,Lódz,DELF-DALF TP,C1,2023,8,8,8.0,POL
Nouvelle-Zélande,Dunedin,Dunedin,DELF SJ,A2,2023,1,1,1.0,NZL
Nouvelle-Zélande,Nelson Tasman - AF,Nelson,DELF-DALF TP,B1,2023,1,1,1.0,NZL
Pologne,Poznan - UAM,Poznan,DELF SJ,B2,2023,2,2,2.0,POL
Oman,Mascate,Mascate,DELF SJ,B2,2023,1,1,1.0,OMN
Pologne,Varsovie - IF,Varsovie,DELF SJ,A1,2023,15,15,15.0,POL
Pologne,Varsovie - IF,Varsovie,DELF Prim,A1,2023,95,95,95.0,POL
Pologne,Varsovie - IF,Varsovie,DELF Prim,A2,2023,56,56,53.0,POL
